YEAR, ISSUE, TIMESTAMP, STORY, OUTLINE, 
1967,42,290,5, Государственный музей истории космонавтики в Калуге. Посетители осматривают экспонаты музея. ,
1967,42,372,6, Открытие на 96-м километре Минского шоссе памятника летчикам-защитникам Москвы в годы Великой Отечественной войны. ,
1967,42,426,7, Таллинская птицефабрика. Работники птицефабрики в цехе. Упаковка яиц. ,
1967,42,534,8," 1-й Всесоюзный конкурс молодых пахарей на приз газеты ""Комсомольская правда"". ",
1967,42,588,9, Концерт участников художественной самодеятельности Российской Федерации на сцене Кремлевского Дворца съездов (синхронно): танцуют хореографические коллективы.,
1967,43,20,1," ""Автоматическая станция ""Венера-4"" на планете Венера"". Москвичи покупают газеты в киоске Союзпечати. Сотрудники научно-исследовательского института за работой в лабораториях. Съемки планеты Венера, сделанные с автоматической станции ""Венера-4"". ",
1967,43,162,2, Мемориальный комплекс на Мамаевом кургане в Волгограде. Торжественное открытие комплекса. Выступление министра обороны СССР А. А. Гречко. ,
1967,43,276,3, Заседание сессии Верховного Совета РСФСР в Большом Кремлевском дворце. ,
1967,43,333,4, Встреча Генерального секретаря ЦК КПСС Л. И. Брежнева с делегацией немецких рабочих из ГДР. ,
1967,43,390,5, Переговоры в Кремле Председателя Совета Министров СССР А. Н. Косыгина с министром внешней торговли Республики Куба Марсело Фернандесом Фонта. ,
1967,43,446,6," ""День дружбы городов-героев Москвы и Ханоя""  Встреча москвичей в Центральном Доме культуры железнодорожников с делегацией из Ханоя. ",
1967,43,532,7, Боевые действия армии США на территории Лаоса: американские самолеты бомбят Лаос. ,
1967,43,589,8," Открытие новой программы ""Всегда в пути""в Московском цирке: выступают воздушные гимнасты, дрессированные медведи, джигиты Кантемировы.",
1967,44,20,1," Заседание в Кремлевском Дворце съездов Объединенного Пленума правлений творческих союзов и организаций СССР и РСФСР. Среди выступающих писатели: К. Федин, Л. Соболев, кинорежиссер Л. Кулиджанов, композитор Т. Хренников, скульптор Е. Белашова, актриса В. Артмане и другие. ",
1967,44,105,2, Производственные процессы на Уваровском химическом заводе в Тамбовской области. ,
1967,44,162,3, Строительство в Якутии первого в республике газопровода. ,
1967,44,219,4, Учредительное собрание общества дружбы СССР - Сирия. ,
1967,44,276,5, Наводнение в Ленинграде. ,
1967,44,332,6, Депутат Верховного Совета СССР от Актюбинской области С. Кенжалин ведет прием избирателей. С. Кенжалин за работой в цехе Актюбинского завода ферропластов. ,
1967,44,418,7," Сбор винограда на виноградниках совхоза ""Пуркарь"" в Молдавии. ",
1967,44,474,8, Заключительный концерт Всесоюзного фестиваля самодеятельного искусства. Выступление творческих коллективов и объединенного симфонического ансамбля на сцене Кремлевского Дворца съездов (синхронно). Л.И.Брежнев и др. члены правительства в ложе беседуют с артистами. Зрители аплодируют.,
1967,45,20,1,"""50-летие Великого Октября"". Фрагменты фильма С. Эйзенштейна ""Октябрь"". Кинохроника 1917г. - революционные отряды в Петрограде. Торжественное открытие в Москве памятника В. Ленину на площади Ильича. Открытие памятника В.И.Ленину у завода имени Ильича. Открытие памятника В. Ленину в Кремле. Присутствует Генеральный секретарь ЦК КПСС Л. И. Брежнев и др. Митинг на Манежной площади в связи с закладкой монумента в честь 50-летия Советской власти. Мультработа: Автоматическая стыковка космических аппаратов ""Космос -186"" и ""Космос -188"" на околоземной орбите. Улицы и здания Москвы, украшенные в честь 50-летия Октября. Совместное заседание ЦК КПСС, Верховного Совета СССР и Верховного Совета РСФСР в Кремлевском Дворце съездов, посвященное 50-летию Великого Октября. Выступление Н. В. Подгорного, Л. И. Брежнева (синхронно). Праздничная иллюминация на улицах Москвы.",
1967,46,20,1,"Празднование 50-летия Великого Октября в Москве и Ленинграде. Торжественное заседание в концертном зале ""Октябрьский"" в Ленинграде, посвященное 50-летию Великого Октября. Выступление Л. И. Брежнева (синхронно). Торжественное заседание в Кремлевском Дворце съездов, посвященное 50-летию Великого Октября. Выступления первого секретаря МГК КПСС В. В. Гришина, Председателя Совета министров СССР А. Н. Косыгина (синхронно). Военный парад и демонстрация трудящихся на Красной площади, посвященные празднованию 50-летия Великого Октября. Праздничный салют в Москве и Ленинграде.",
1967,47,20,1," Торжественный митинг на ВДНХ СССР, посвященный открытию в одном из павильонов экспозиции, посвященной 50-летию Великого Октября. Общий вид экспозиции выставки. ",
1967,47,108,2," Открытие в Кремлевском Дворце съездов Международной научной конференции ""50-летие Октября и международный рабочий класс"". Среди выступающих: секретарь ЦК КПСС М. А. Суслов и другие. ",
1967,47,196,3, Производственные процессы на Челябинском трубопрокатном заводе. ,
1967,47,255,4, Строительство в Белоруссии 2-ой очереди Солигорского калийного комбината. Производство удобрений в цехах комбината. ,
1967,47,343,5," Передача Первым секретарем ЦК Социалистической Единой партии Германии В. Ульбрихтом в дар ЦК КССС и Центральному музею В. И. Ленина копии Лейпцигской типографии, на которой был отпечатан первый номер ""Искры"". ",
1967,47,402,6,"Открытие в Москве Всесоюзной фотовыставки, посвященной 50-летию Великого Октября. Посетители на выставке. ",
1967,47,490,7," Викторина ""Палканкар - СССР. ",
1967,47,548,8," Праздничный концерт в Кремлевском Дворце съездов, посвященный 50-летию Великого Октября. Выступления мастеров искусств, певцов, танцоров (синхронно).",
1967,48,20,1," Торжественное собрание в Кремлевском Дворце съездов, посвященное 50-летию советской милиции. Среди выступающих: В. В. Гришин, И. В. Капитонов, Н. А. Щелоков. ",
1967,48,123,2, Производственные процессы на Западно-Сибирском металлургическом заводе. Пуск новой домны. ,
1967,48,225,3," Ветеринарный врач совхоза имени Моссовета Московской области А. А. Руднев осматривает коров, поросят. А. А. Руднев в лаборатории. ",
1967,48,293,4," Уборка риса в совхозе ""Восход"" Казахстане. ",
1967,48,362,5," Открытие памятника жертвам фашизма в Саласпилсе под Ригой, где находился лагерь смерти в годы Великой Отечественной войны. Возложение цветов и венков к памятнику. ",
1967,48,464,6, Музей-заповедник древней архитектуры Прикамья в окрестностях Перми. ,
1967,48,533,7," Второй Международный конкурс-фестиваль эстрадной песни в Ленинграде. Среди певцов выступают: болгарская певица Маргарита Никелова (синхронно), болгарский певец К. Цвинар (синхронно) и другие.",
1967,49,20,1, Переговоры в Кремле между Председателем Совета Министров СССР А. Н. Косыгиным и Председателем Венгерского революционного рабоче-крестьянского правительства Ене Фоком. ,
1967,49,89,2," Посетители осматривают экспозицию Всесоюзной художественной выставки, посвященной 50-летию Великого Октября. ",
1967,49,158,3," ""Песни М.Теодоракиса в Москве"". Выступление музыкантов из Греции в Москве: выступает музыкальный ансамбль (синхронно), поет Мария Фарантури (синхронно). Среди присутствующих композитор Михис Теодоракис. ",
1967,49,295,4, Разработка в пустыне Каракумы Ачакского газового месторождения. ,
1967,49,364,5, Строительство на верфях Астраханского судостроительного завода нового судна. Общий вид завода. Спуск нового судна на воду. ,
1967,49,502,6, Крым - Всесоюзный чемпионат по скалолазанию. ,
1967,49,571,7, Концерт участников Всесоюзного фестиваля самодеятельного искусства на сцене Кремлевского Дворца съездов (синхронно).,
1967,50,20,1, Пребывание сирийской делегации в Москве. Прием в Кремле Генеральным секретарем ЦК КПСС Л. И. Брежневым премьер-министра Сирии Юсэфа Зуэйна. Среди присутствующих А. А. Громыко. ,
1967,50,146,2," Социалистические соревнования кранопролетарцев. Производственные процессы на московском заводе ""Красный пролетарий"": в цехах, в лаборатории. ",
1967,50,240,3," 90-летие академика А.Е.Арбузова. Академик А. Е. Арбузов за проведением исследований в химической лаборатории. А. Е. Арбузов в своем кабинете. Награждение А. Арбузова орденом Ленина во время торжественного собрания, посвященного юбилею. ",
1967,50,397,4," Открытие нового гастронома ""Ленинград"" в Москве. Покупатели в торговом зале делают покупки. ",
1967,50,492,5," Выступление артистов японской эстрады: поют артисты квартета ""Фойял"" (синхронно). ",
1967,50,555,6, Хоккейный матч во Дворце спорта в Лужниках между сборными командами СССР и Канады.,
1967,51,20,1," Переговоры в Кремле между советскими руководителями и правительственной делегацией ГДР. Среди участников переговоров Л. И. Брежнев, А. Н. Косыгин, В. Ульбрихт, В. Штофф. ",
1967,51,67,2, Строительство Нижнекамского химического комбината : сборка шаровых резервуаров. ,
1967,51,114,3," Разработка золотоносной жилы на Миасском прииске. Работает драга. Промывка золота, взвешивание золота. ",
1967,51,208,4," Торжественное собрание в московском Доме дружбы, посвященное национальному празднику Финляндии - 50-летию независимости. ",
1967,51,255,5," Выставка ""Современное искусство Конго. Посетители осматривают экспонаты. ",
1967,51,326,6," Пермское речное училище. Курсанты училища на занятиях в классах, в лаборатории. Курсанты на выпускных экзаменах. ",
1967,51,420,7, Разведение серых перепелок на Жигулевской птицефабрике. Сбор перепелиных яиц. ,
1967,51,490,8, Новый Дворец спорта в Барнауле. Подготовка искусственного катка. ,
1967,51,561,9," Балет Баха ""Прелюдия"" на сцене ГАБТ. Сцена из балета в исполнении народной артистки СССР М. М. Плисецкой и народного артиста РСФСР Н. Фадеечева (синхронно).",
1967,52,20,1," Торжественное собрание в Кремлевском Дворце съездов, посвященное 50-летию ВЧК. Выступление Первого секретаря МГК КПСС В. В. Гришина, секретаря ЦК КПСС М. А. Суслова, председателя КГБ Ю. В. Андропова. ",
1967,52,85,2, Заседание в Москве советской комиссии по расследованию преступлений американских агрессоров во Вьетнаме. ,
1967,52,150,3," Собрание в Центральном Доме Советской Армии, посвященное 7-й годовщине образования Национального фронта освобождения Южного Вьетнама. ",
1967,52,214,4," Переговоры в Кремле между советскими руководителями и партийно-правительственной делегацией Румынии. Среди присутствующих: Л. И. Брежнев, А. Н. Косыгин, Н. Чаушеску. ",
1967,52,312,5, Производственные процессы на Криворожском металлургическом комбинате. Домна-гигант дает первую плавку. ,
1967,52,409,6," Московский Международный турнир фигуристов. Среди участников соревнований: И. Роднина, А. Уланов, И. Гришкова, В. Рыжкин, Ж. Алмаши. ",
1967,52,506,7," Выступление артистов Варшавского театра оперы и балета на сцене Большого театра. Фрагменты оперы Монюшко ""Страшный двор"" (синхронно).",
1968,1,20,1," Празднование 50-летия установления Советской власти на Украине: праздничная демонстрация в Киеве, торжественное заседание. Л. И. Брежнев вручает республике орден ""Октябрьской революции"". ",
1968,1,99,2, Монтаж турбины на Красноярской ГЭС. Общий вид Красноярской ГЭС. ,
1968,1,151,3," Производственные процессы в цехах завода ""Серп и Молот"". Работают металлурги. ",
1968,1,230,4," Интервью животновода совхоза ""Коммунарка"" Е.В.Татищевой. ",
1968,1,282,5," Главный режиссер московского театра ""Современник"" О.Ефремов рассказывает (синхронно) о творческих планах театра. ",
1968,1,335,6,Чемпионка мира Лена Карпухина. Выступление абсолютной чемпионки мира по художественной гимнастике Е. Карпухиной на соревнованиях. Интервью Е. Карпухиной (синхронно). ,
1968,1,440,7," Предновогодние дни в Москве и других городах СССР. Покупатели в магазинах покупают подарки к Новому году. Новогодняя елка в ""Детском мире"". Праздник Нового года в детском саду. Изготовление праздничных блюд кулинарами. Новый год: народ танцует, пьет шампанское.",
1968,2,20,1," Торжественное собрание в Кремле, посвященное 50-летию советской дипломатической службы. Выступления В. В. Гришина, Б. Н. Пономарева, А. А. Громыко. ",
1968,2,90,2, Строительство Усть-Илимской ГЭС на Ангаре и нового города Усть-Илимска. ,
1968,2,137,3, Вручение в Кремле Государственных премий СССР за 1967 год деятелям искусств. ,
1968,2,183,4, Обучение вьетнамских студентов в Краснодарском сельскохозяйственном институте. ,
1968,2,230,5, Производственные процессы на Московской хлопчато-бумажной фабрике им. Фрунзе. ,
1968,2,300,6," ""Врач С.Х.Хакимова"". Работа душанбинского роддома № 1. Студенты медицинского института им. Авиценны на занятиях. ",
1968,2,416,7, Якутский художник - график А.П.Мунхалов  А. П. Мунхалов за работой. Виды города Якутска. Выставка картин А. Мунхалова. ,
1968,2,533,8," Фестиваль искусств ""Русская зима"". Выступление хора им. Пятницкого на фестивале искусств ""Русская зима"" (синхронно).",
1968,3,20,1, Переговоры в Кремле Председателя Совета Министров ССР А. Н. Косыгина с министром экономики и финансов Франции Мишелем Дебре. ,
1968,3,82,2, Производственные процессы на Макеевском металлургическом заводе. ,
1968,3,144,3, Производственные процессы на Каунасском заводе искусственного волокна. ,
1968,3,206,4, Открытие метрополитена в Баку. Виды Баку. ,
1968,3,299,5, Производственные процессы на Гусь-Хрустальном заводе. Изделия завода. ,
1968,3,392,6, Обучение детей в Химкинской музыкальной школе. Открытие при школе студии эстетического воспитания детей. ,
1968,3,485,7," Поездка москвичей на ""поездах здоровья"" за город, в лес, катание на лыжах. ",
1968,3,547,8," Выступление с новой программой танцевального ансамбля ""Березка"" (синхронно) в Москве.",
1968,4,20,1, Совещание работников культуры РСФСР в Москве. Выступление министра культуры СССР Е. А. Фурцевой. ,
1968,4,91,2," Выставка ""Книги юбилейного года"" в Москве. ",
1968,4,138,3, Новый конвертор на Нижне -Тагильском металлургическом комбинате. ,
1968,4,185,4," Торжественное заседание в Москве, посвященное 50-летию ТАСС. Выступление П. Н. Демичева. ",
1968,4,256,5, Оленеводческий колхоз эвенков. Село Усть-Нюкжа в Амурской области. Быт эвенков-оленеводов и охотников. ,
1968,4,350,6, Зима в Туркмении. ,
1968,4,397,7," Виды Каунаса: улицы, здания. Посетители в одном из кафе. ",
1968,4,468,8," Опера ""Тюляк и Су-Слу"". Композитор Назибжиганов за работой. Сцены из оперы ""Су-Слу"" (синхронно). ",
1968,4,562,9, Доставка олимпийского огня из Греции в Гренобль - место проведения X зимней Олимпиады. Виды Гренобля.,
1968,5,20,1, Советско-английские переговоры в Кремле. Среди участников переговоров: А. Н. Косыгин и премьер-министр Великобритании Г. Вильсон. ,
1968,5,113,2," Война во Вьетнаме: боевые действия американских агрессоров, разрушения; вьетнамцы ведут американского летчика, взятого в плен. ",
1968,5,175,3, Горячие источники - гейзеры на Камчатке. Использование горячих источников в работе экспериментальной электростанции на Камчатке. ,
1968,5,268,4, Празднование 70-летия поэта Александра Безыменского. ,
1968,5,329,5, Производство шифера на Кантском цементном заводе в Киргизии. ,
1968,5,391,6, Обитатели подмосковсного леса. ,
1968,5,453,7," Чемпионат страны по скоростному бегу на коньках на высокогорном катке ""Медео"". ",
1968,5,515,8, Государственное училище циркового и эстрадного искусства. Представление в цирке. Студенты училища на занятиях.,
1968,6,20,1, Прием в Кремле Председателем Президиума ВС СССР Н. В. Подгорным министра иностранных дел Республики Чад Жака Барума. Среди присутствующих: А. А. Громыко и другие. ,
1968,6,96,2," Кинорепортаж. Зимние пейзажи Подмосковья. Музей В. И. Ленина в Горках. Памятные места в Горках, связанные с именем В. И. Ленина. Подмосковный колхоз им. Владимира Ильича в Горках Ленинских : выращивание крупного рогатого скота; молочная ферма, дойка коров; птицеферма, сортировка яиц; подготовка сельскохозяйственной техники в ремонтных мастерских. ",
1968,6,272,3," Производственные процессы на Сходненском мебельном комбинате,  ",
1968,6,323,4, Люберецкий ковровый комбинат. ,
1968,6,373,5, Дулевский фарфоровый завод. ,
1968,6,423,6, Фауна Подмосковья. ,
1968,6,474,7, Новые ясли-сад в Красногорске. Занятия и воспитание детей в детском саду и яслях при Красногорском механическом заводе. ,
1968,6,550,8," Работа секций, студий и кружков при Дворце культуры им. Ленина в Болшеве.",
1968,7,20,1, Прием в Кремле Председателем Президиума Верховного Совета СССР Н.В.Подгорным министра обороны Народной Республики Южного Йемена Али Салем аль-Байди. ,
1968,7,93,2, Митинг в Москве в защиту политзаключенных Парагвая. ,
1968,7,166,3," Подмосковный совхоз ""Константиново"" - выращивание свиней; подготовка к севу; ремонт тракторов. ",
1968,7,240,4, Жизнь и быт оленеводов Ханты- Мансийского национального округа. ,
1968,7,313,5, Проведение обследований и лечение больных в Центральном научно-исследовательском институте травматологии и ортопедии. ,
1968,7,386,6," Новая постановка балета ""Видение розы"" на сцене ГАБТ. Фрагменты из балета в исполнении солистов балета Большого театра Н. Бессмертновой и М. Лиепы (синхронно). ",
1968,7,496,7, Война во Вьетнаме: боевые действия солдат американской армии. ,
1968,7,569,8, Демонстрации протеста в Японии против размещения на территории страны американских баз с ядерным оружием.,
1968,8,20,1, Прием в Кремле Л. И. Брежневым Генерального секретаря ООН У Тана. ,
1968,8,110,2," Хроника Гражданской войны: боевые действия Красной Армии, интервенция. ",
1968,8,200,3," Торжественное собрание, посвященное 50-летию создания органов народного контроля в СССР. Выступление М. С. Соломенцева. ",
1968,8,290,4," Фотовыставка корреспондента ТАСС Льва Портера ""Вьетнамские встречи"". ",
1968,8,379,5, Прокладка линии электропередачи Кочкорки - Нарын в горах Центрального Тянь-Шаня. ,
1968,8,469,6,Соревнования конников Литвы в селе Дусетос. ,
1968,8,559,7,Авторский вечер композитора Т. Н. Хренникова в Большом зале Московской консерватории.,
1968,9,20,1," К юбилею Вооруженный Сил СССР. Кинокадры о советских Вооруженных Силах -  хроника Великой Отечественной войны: боевые действия советских войск. Берлинская операция. Боевые учения подразделений Вооруженных Сил СССР при участии авиации, воздушно-десантных войск, ракетных войск. ",
1968,9,166,2," Уникальный прокатный стан ""1700"" в Темир - Тау. ",
1968,9,214,3, Молодые авиаконструкторы. ,
1968,9,263,4," Новая модель автомобиля ""Волга"". ",
1968,9,311,5, Вологодские кружевницы. Пейзажи Вологодской области в зимнее время. Вологодские кружевницы за работой. Изделия вологодских кружевниц на прилавках магазина. ,
1968,9,432,6, Международные соревнования легкоатлетов в Москве во Дворце спорта в Лужниках. ,
1968,9,481,7, Война во Вьетнаме: боевые действия американских войск в Сайгоне. ,
1968,9,529,8, Демонстрация протеста на улицах Западного Берлина против диктаторского режима в Греции. Полиция разгоняет демонстрантов.,
1968,10,20,1," Торжественное собрание в Кремлевском Дворце съездов, посвященное 50-летию Вооруженных Сил СССР. ",
1968,10,126,2," Вручение в Кремле наград советским военачальникам, среди награжденных: С. М. Буденный, А. А. Гречко, М. В. Захаров, И. Х. Баграмян, К. Е. Ворошилов, А. М. Василевский, И. С. Конев, В. И. Чуйков и другие. ",
1968,10,232,3, Открытие в Кремлевском Дворце съездов 14-го съезда профсоюзов СССР. ,
1968,10,339,4," Добыча нефти на промыслах ""Камышлыджа"" в Туркмении. ",
1968,10,445,5, Новые Дворец спорта и бассейн в Челябинске. ,
1968,10,551,6, Праздничный концерт в честь 50-летия Вооруженных Сил СССР.,
1968,11,20,1, Консультативная встреча представителей коммунистических и рабочих партий в Будапеште. ,
1968,11,75,2," Митинг в Москве у памятника ""Героям Плевны"", посвященный 90-летию освобождения Болгарии от турецкого ига. ",
1968,11,130,3," Открытие в Москве Всесоюзной художественной выставки ""На страже Родины"", посвященной 50-летию Вооруженных Сил СССР. ",
1968,11,186,4, А.Н.Литвиненко - ветеран войны и труда. Производственные процессы на Макеевском металлургическом заводе. ,
1968,11,269,5, Производство искусственного шелка на Вожском заводе синтетического волокна. ,
1968,11,324,6," Конкурс ""Мисс стюардесса 67"". ",
1968,11,379,7, Русская арфистка К.А.Эрдели  К. А. Эрдели среди своих учеников. Выступление арфисток (синхронно). ,
1968,11,490,8," Зимние виды спорта. Любители зимних видов спорта катаются на лыжах, на коньках, купаются в проруби. ",
1968,11,572,9," Мотогонки на льду на приз ""Кубок наций"".",
1968,12,20,1, Совещание Политического консультативного комитета государств - участников Варшавского договора в Софии. ,
1968,12,77,2, Внесение минеральных удобрений на поля хозяйств Краснодарского края с помощью сельскохозяйственной авиации. ,
1968,12,134,3, Вездеход на винтовых двигателях. ,
1968,12,191,4," Празднование ""золотой"" свадьбы супругов Кинзеровских на Украине. ",
1968,12,249,5," Московская балерина М.Дроздова. Вручение советской балерине М. Дроздовой приза им. Анны Павловой на Международном фестивале танца в Париже. М. Дроздова исполняет партию Одетты-Одилии в балете ""Лебединое озеро"" (синхронно). ",
1968,12,391,6, Первенство СССР по картингу. ,
1968,12,449,7, Встреча американского врача Б. Спока с корреспондентами. Выступление Б. Спока против войны во Вьетнаме. ,
1968,12,534,8, Выставка в Москве плакатов вьетнамских художников. ,
1968,12,591,9, Выступление артистов цирка ДРВ в Москве.,
1968,13,20,1," Американская агрессия во Вьетнаме. Боевые действия американских солдат, солдаты Вьетнамской народной армии. ",
1968,13,118,2, Весенний сев в хозяйствах Казахстана. ,
1968,13,184,3, Стада на пастбищах Таджикистана. ,
1968,13,250,4, Празднование 80-летия со дня рождения А. С. Макаренко: выступления бывших воспитанников коммуны. ,
1968,13,316,5, Производство высоковольтных изоляторов для Асуанской ГЭС. ,
1968,13,381,6," Выращивание овощей в тепличном хозяйстве ""Марфино"" в Подмосковье. ",
1968,13,447,7," Модели кораблей, созданные А.Вычеровым. ",
1968,13,512,8, Открытие выставки художественного стекла в Государственном Эрмитаже. ,
1968,13,578,9, Международные соревнования по фигурному катанию в Москве.,
1968,14,20,1," Кинодокументы об А.М.Горьком. Кадры хроники, в которой запечатлен Максим Горький в разные годы жизни. ",
1968,14,106,2, Неделя детской книги в Москве. Праздник в Концертном зале им. Чайковского. ,
1968,14,220,3," Производственные процессы на Ленинградском заводе ""Электроаппарат"". Испытание воздушных выключателей новой конструкции. ",
1968,14,306,4," Производственные процессы в колхозе ""Дружба"" Винницкой области: уборка сена, дойка коров. ",
1968,14,363,5," Казахская девушка - чабан. Чабан совхоза ""Иманова"" Куйстанайской области Лиза Алимбаева пасет отару овец. ",
1968,14,448,6, Чайные плантации в Грузии. ,
1968,14,505,7, Традиционный праздник нивхов на Сахалине. ,
1968,14,562,8, Международные соревнования по плаванию в новом бассейне в Минске.,
1968,15,20,1, Похороны первого советского космонавта Ю. А. Гагарина и летчика-испытателя В. Серегина. ,
1968,15,134,2," Возложение венка к Кремлевской стене, где покоится прах А. М. Горького. Торжественное заседание в Кремлевском Дворце съездов, посвященное 100-летию со дня рождения М. Горького. ",
1968,15,305,3," Весенняя посевная в узбекском колхозе ""Ленинизм"". ",
1968,15,419,4," Испытания нового трактора ""Т-150"", собранного на Харьковском тракторном заводе. ",
1968,15,534,5, Чемпионат СССР по горнолыжному спорту на склонах горы Чегет.,
1968,16,20,1, Выступления негритянского населения в городах США в знак протеста против убийства Мартина Лютера Кинга.,
1968,16,81,2, Заседание Чрезвычайной сессии Генерального Совета Всемирной Федерации профсоюзов. ,
1968,16,142,3, Сталевар Арген Жунусов. Производственные процессы на Карагандинском металлургическом комбинате. ,
1968,16,263,4," Праздничный вечер в Центральном Доме литераторов, посвященный 80-летию со дня рождения М. Шагинян. ",
1968,16,324,5," Выставка в парке ""Сокольники"" научных и промышленных приборов Великобритании. ",
1968,16,385,6," Новые модели одежды фабрики ""Москвичка"". ",
1968,16,445,7," Представление на арене нового Бакинского цирка, где выступают азербайджанские джигиты. ",
1968,16,506,8," Премьера балета ""Спартак"".",
1968,17,20,1," Празднование Дня космонавтики. Торжественное собрание в Кремлевском Дворце съездов, посвященное Дню космонавтики. ",
1968,17,127,2, 2-ая автоматическая стыковка искусственных спутников. ,
1968,17,198,3, Художественная выставка в Москве в дни солидарности с греческим народом. ,
1968,17,270,4, Митинг солидарности с греческим народом на Московском заводе шлифовальных станков. ,
1968,17,341,5, Старейший детский врач академик Г.Н.Сперанский. ,
1968,17,413,6, Кайракумский ковровый комбинат. ,
1968,17,484,7, Первенство СССР по буерному спорту на озере Юлемисте в Эстонии. ,
1968,17,555,8, Заключительный хоккейный матч на кубок СССР между командами ЦСКА и СКА (Ленинград).,
1968,18,20,1," Торжественное собрание в Кремлевском Дворце съездов, посвященное 98-ой годовщине со дня рождения В. И. Ленина. ",
1968,18,86,2," Председатель Президиума Верховного Совета СССР Н. В. Подгорный вручает экипажу крейсера ""Аврора"" орден Октябрьской Революции. ",
1968,18,151,3, Художник П.В.Васильев. ,
1968,18,217,4," Отправка из Владивостока теплохода ""Раздольное"" с грузом для Южного Вьетнама. ",
1968,18,282,5, Антифашистская демонстрация в Западном Берлине. Разгон демонстрантов полицией. ,
1968,18,381,6, Весна в Армении. ,
1968,18,446,7," Выращивание новой породы тонкорунных овец в совхозе ""Имени 22-го партсъезда"" в Казахстане. ",
1968,18,512,8, Сплав леса по реке Черемош в Карпатах. ,
1968,18,577,9, Товарищеский футбольный матч между сборными командами СССР и Бельгии.,
1968,19,20,1, 50-ый Первомай. Первомайский парад и праздничная демонстрация трудящихся Москвы на Красной площади. ,
1968,19,147,2, Биографический сюжет о К.Марксе. ,
1968,19,231,3, Переговоры в Кремле Л. И. Брежнева и президента Югославии И. Броз Тито. ,
1968,19,316,4, Строительство в Таджикистане на реке Вахш Байпазинского гидроузла. ,
1968,19,401,5," Весенний сев в колхозе ""Дружба"" на Украине. ",
1968,19,485,6," Выставка произведений художников московской области, посвященная 100-летию со дня рождения В. И. Ленина. ",
1968,19,570,7," Легкоатлетическая эстафета в Москве на приз газеты ""Вечерняя Москва"".",
1968,20,20,1," 150-летие со дня рождения К.Маркса. Возложение венка и цветов к памятнику Карлу Марксу в Москве  Торжественное собрание в Кремлевском Дворце съездов, посвященное 150-летию со дня рождения К. Маркса. ",
1968,20,120,2," Последние дни Великой Отечественной войны. Кадры хроники Великой Отечественной войны. Берлинская операция, подписание Акта о капитуляции Германии. Парад на Красной площади. ",
